Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
SV - Subway,78745,06/04/2020,91,"5400 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227718, -97.82159)",10325532,Routine Inspection
Sedona Trace Health and Wellness,78753,08/30/2019,95,"8324 CAMERON RD
AUSTIN, TX 78753
(30.339949, -97.681666)",12003499,Routine Inspection
Wendy's W104,78745,04/17/2020,87,"4115 S CONGRESS AVE
AUSTIN, TX 78745
(30.221945, -97.764537)",11119286,Routine Inspection
LW - Sandeez Hamburger Hut,78734,11/13/2019,81,"113 N FM 620 RD
LAKEWAY, TX 78734",11963248,Routine Inspection
Moviehouse and Eatery,78735,05/09/2019,95,"7415 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.256314, -97.868022)",11919334,Routine Inspection
Brooklyn Pie,78753,03/02/2020,85,"12601 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.399047, -97.660473)",11419004,Routine Inspection
Cannon + Belle Restaurant,78701,05/25/2021,87,"500 E 4TH ST
AUSTIN, TX 78701
(30.264868, -97.738713)",11629151,Routine Inspection
Wieland Elementary,78660,05/14/2021,97,"900 TUDOR HOUSE RD
AUSTIN, TX 78660
(30.42278, -97.640214)",10051637,Routine Inspection
PF - Hilton Home2/Tru Pflugerville,78660,06/24/2021,89,"18700 HILLTOP COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46813, -97.599249)",12394325,Routine Inspection
Pei Wei Asian Diner,78704,06/10/2021,90,"4200 S LAMAR BLVD
AUSTIN, TX 78704
(30.235244, -97.794812)",2802412,Routine Inspection
La Familia Market,78745,06/30/2021,89,"623 W DITTMAR RD
AUSTIN, TX 78745
(30.183677, -97.792016)",11013576,Routine Inspection
Community Clinical Research,78754,06/29/2020,100,"8334 CROSS PARK DR
AUSTIN, TX 78754
(30.3363, -97.675206)",10471466,Routine Inspection
Denny's # 8535,78744,12/10/2019,92,"7619 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.217641, -97.692003)",10367570,Routine Inspection
Quick Stop,78758,10/20/2020,94,"12195 METRIC BLVD
AUSTIN, TX 78758
(30.407334, -97.697173)",11389494,Routine Inspection
Moonie's Burger House,78758,05/01/2020,94,"12001 BURNET RD
AUSTIN, TX 78758
(30.408019, -97.713677)",11868806,Routine Inspection
Los Potrillos Restaurant,78753,01/07/2020,84,"9120 N IH
AUSTIN, TX 78753",10796431,Routine Inspection
OOB - Austin Airport Marriott South,78744,05/21/2019,94,"4415 S IH
AUSTIN, TX 78744",11876348,Routine Inspection
MOD Pizza,78748,08/21/2019,99,"9600 S IH
AUSTIN, TX 78748",11779206,Routine Inspection
Delaware Subs Shop,78759,07/03/2019,93,"8105 MESA DR
AUSTIN, TX 78759
(30.371779, -97.75711)",2800142,Routine Inspection
"Cornucopia Popcorn, Inc",78705,01/12/2021,97,"3211 RED RIVER ST
AUSTIN, TX 78705
(30.291524, -97.726916)",11081979,Routine Inspection
Candlewood Suites Austin N,78754,07/13/2021,100,"8000 CROSS PARK DR
AUSTIN, TX 78754",12134127,Routine Inspection
OOB - Anti Social Ice Cream Co.,78732,11/22/2019,100,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.405283, -97.873462)",11703946,Routine Inspection
Tsukimi,78753,09/10/2020,75,"12400 N IH
AUSTIN, TX 78753",12083373,Routine Inspection
Taco Shack,78759,01/24/2020,77,"3901 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.367819, -97.753087)",2801305,Routine Inspection
BC - Whole Foods Market - Prepared Foods,78738,01/10/2020,95,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744463,Routine Inspection
Guero's Taco Bar,78704,05/29/2019,99,"1412 S CONGRESS AVE
AUSTIN, TX 78704
(30.249066, -97.749861)",2800979,Routine Inspection
Lupe Tortilla Mexican Restaurant,78759,05/06/2020,94,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10730943,Routine Inspection
Koji Sushi,78734,05/28/2021,76,"5000 HUDSON BEND RD
AUSTIN, TX 78734
(30.412377, -97.926997)",12394051,Routine Inspection
Tiff's Treats,78759,04/21/2020,96,"11011 RESEARCH BLVD
AUSTIN, TX 78759
(30.403592, -97.745141)",10172143,Routine Inspection
Yo So Cool,78723,06/11/2019,99,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306845, -97.709573)",10410518,Routine Inspection
PF - Los Amigos Meat (Kitchen),78660,08/06/2020,91,"15812 WINDERMERE DR
PFLUGERVILLE, TX 78660
(30.447473, -97.648368)",12186600,Routine Inspection
Top Notch,78757,11/12/2019,94,"7525 BURNET RD
AUSTIN, TX 78757
(30.351319, -97.7338)",10427418,Routine Inspection
"A Taste of Chocolate, LLC",78745,01/23/2020,99,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.213367, -97.793265)",10984781,Routine Inspection
"Juiceland Shady Hollow, LLC",78748,08/25/2020,94,"9901 BRODIE LN
AUSTIN, TX 78748
(30.185567, -97.848441)",11202972,Routine Inspection
Vitamin Cottage Natural Food Markets,78759,12/21/2018,92,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10492569,Routine Inspection
Highland Market,78751,01/09/2019,93,"4511 AIRPORT BLVD
AUSTIN, TX 78751
(30.303849, -97.716007)",10686563,Routine Inspection
HEB #27- Anderson Mill,78726,03/09/2020,97,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2803962,Routine Inspection
Circle K Store #2704673,78744,07/08/2021,90,"8801 S IH
AUSTIN, TX 78744",10758077,Routine Inspection
The Tejas Foundation,78705,09/11/2019,94,"2600 RIO GRANDE ST
AUSTIN, TX 78705
(30.290956, -97.74436)",10006226,Routine Inspection
Smoothie King,78748,11/23/2020,94,"9500 S IH
AUSTIN, TX 78748",12185777,Routine Inspection
Hula Hut,78703,06/05/2019,85,"3825 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.295571, -97.783772)",2800563,Routine Inspection
El Agazajo Grill LLC,78744,01/03/2020,90,"2408 S US 183 HWY
AUSTIN, TX 78744
(30.212947, -97.683467)",10716700,Routine Inspection
Domino's,78723,07/11/2019,94,"5811 BERKMAN DR
AUSTIN, TX 78723
(30.312538, -97.693481)",12170856,Routine Inspection
Maki Toki,78758,01/15/2020,73,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.39182, -97.706906)",10545223,Routine Inspection
Subway #51421,78717,05/27/2021,96,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.475151, -97.794525)",12186164,Routine Inspection
Santa Rita #1,78705,10/03/2018,76,"1206 W 38TH ST
AUSTIN, TX 78705
(30.306225, -97.745377)",2802336,Routine Inspection
Clarksville Market,78703,04/17/2019,90,"1001 WEST LYNN ST
AUSTIN, TX 78703
(30.279131, -97.759839)",11465889,Routine Inspection
Good Food and Drink,78612,07/16/2019,88,"5496 E SH
AUSTIN, TX 78612",11961644,Routine Inspection
Pizza Hut,78727,09/28/2018,97,"13717 BURNET RD
AUSTIN, TX 78727
(30.438049, -97.698662)",2802722,Routine Inspection
Fogo De Chao Churrascaria,78701,07/13/2019,94,"309 E 3RD ST
AUSTIN, TX 78701
(30.264475, -97.741002)",10058425,Routine Inspection
"Landing Strip, The",78742,08/13/2018,86,"745 BASTROP HWY
AUSTIN, TX 78742
(30.233567, -97.684433)",2801596,Routine Inspection
Sabe Fruteria,78753,01/29/2020,91,"707 E BRAKER LN
AUSTIN, TX 78753
(30.377214, -97.677118)",11800305,Routine Inspection
PF- Ants to Elephants Daycare,78664,04/23/2021,99,"16708 PICADILLY CT
ROUND ROCK, TX 78664
(30.466055, -97.658329)",12392297,Routine Inspection
OOB - Quick Stop Grocery,78702,10/26/2018,100,"1197 HARGRAVE ST
AUSTIN, TX 78702
(30.275555, -97.707791)",2803867,Routine Inspection
VIA 313 Pizza,78705,10/04/2018,89,"3016 GUADALUPE ST
AUSTIN, TX 78705
(30.297432, -97.741505)",11485756,Routine Inspection
Central Market: Prepared Foods,78745,04/08/2021,94,"4477 S LAMAR BLVD
AUSTIN, TX 78745
(30.232228, -97.79909)",2801489,Routine Inspection
J W Marriott Austin - Starbucks,78701,09/04/2019,99,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11274923,Routine Inspection
Hyde Park Baptist Church,78751,10/03/2018,91,"3901 SPEEDWAY
AUSTIN, TX 78751
(30.302424, -97.732364)",2802286,Routine Inspection
Springhill Suites Austin North,78753,12/22/2020,97,"12520 N IH
AUSTIN, TX 78753",12186010,Routine Inspection
WL - Tokyo Gardens Sushi Bar,78746,04/26/2019,97,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",10135293,Routine Inspection
JuiceLand LMR,78703,06/24/2021,99,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.27092, -97.754286)",12392830,Routine Inspection
7-Eleven Convenience Store #32654J,78726,08/04/2020,96,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.454745, -97.826499)",12115131,Routine Inspection
HEB Food Store #227 (Deli),78748,05/28/2020,97,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2800919,Routine Inspection
Domino's Pizza #9285,78705,04/15/2020,97,"3701 GUADALUPE ST
AUSTIN, TX 78705
(30.302242, -97.73846)",11514130,Routine Inspection
Thundercloud Subs,78749,11/01/2019,91,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214325, -97.831701)",2801359,Routine Inspection
Webb Middle School,78752,05/24/2019,97,"601 E ST JOHNS AVE
AUSTIN, TX 78752
(30.333921, -97.706498)",2800006,Routine Inspection
Whole Foods Market,78759,08/19/2019,93,"9607 RESEARCH BLVD
AUSTIN, TX 78759
(30.388391, -97.743593)",2803492,Routine Inspection
Modmarket DBA Modern Market,78701,11/18/2019,89,"401 CONGRESS AVE
AUSTIN, TX 78701
(30.266187, -97.743476)",11800251,Routine Inspection
Aramark @ Yodle,78753,08/27/2019,97,"12234 N IH
AUSTIN, TX 78753",11484895,Routine Inspection
"Phoenicia Bakery & Deli, Inc.",78704,07/15/2021,72,"2912 S LAMAR BLVD
AUSTIN, TX 78704
(30.243184, -97.782908)",2800125,Routine Inspection
Dessau Elementary,78754,08/23/2019,97,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
(30.401193, -97.643006)",2800675,Routine Inspection
LW - Wendy's Old Fashion Hamburgers #122,78738,05/17/2019,94,"2404 S FM 620 RD
LAKEWAY, TX 78738",11119806,Routine Inspection
"Tipsy Pizza, The",78745,12/31/2018,92,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.209029, -97.78292)",11819914,Routine Inspection
Congress Ave Grocery,78701,08/25/2020,98,"227 CONGRESS AVE
AUSTIN, TX 78701
(30.265231, -97.743844)",10405942,Routine Inspection
Whataburger,78729,10/03/2018,94,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",2803042,Routine Inspection
Golden Corral #988,78745,04/18/2019,71,"7300 S IH
AUSTIN, TX 78745",11643065,Routine Inspection
Subway,78753,12/20/2018,89,"900 E BRAKER LN
AUSTIN, TX 78753
(30.376148, -97.673817)",10384742,Routine Inspection
Restaurante Jasmines,78617,04/30/2020,93,"2463 E SH
AUSTIN, TX 78617",10488639,Routine Inspection
Mama Fu's 2nd Street,78701,09/06/2019,100,"100 COLORADO ST
AUSTIN, TX 78701
(30.263947, -97.74578)",10151900,Routine Inspection
Randall's # 2987 Bakery,78732,12/31/2019,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390328, -97.884583)",10720273,Routine Inspection
H & C Food Service,78705,12/07/2020,79,"1914 GUADALUPE ST
AUSTIN, TX 78705
(30.282708, -97.74207)",11367975,Routine Inspection
LW - Double Dave's,78738,03/04/2021,90,"3100 S FM 620 RD
LAKEWAY, TX 78738",12185722,Routine Inspection
New World Deli,78751,07/18/2019,77,"4101 GUADALUPE ST
AUSTIN, TX 78751
(30.306552, -97.735725)",2801233,Routine Inspection
Taqueria Arandas #3,78757,10/26/2020,78,"6534 BURNET RD
AUSTIN, TX 78757
(30.341514, -97.738752)",2800505,Routine Inspection
Randall's #2482-Deli,78731,03/09/2020,97,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2800909,Routine Inspection
Family Dollar Store #26767,78729,05/06/2021,98,"9308 ANDERSON MILL RD
AUSTIN, TX 78729
(30.450825, -97.783917)",10003499,Routine Inspection
Target Store T-0095,78758,09/18/2018,96,"8601 RESEARCH BLVD
AUSTIN, TX 78758
(30.362047, -97.716959)",2800592,Routine Inspection
Jack in the Box #848,78753,08/15/2018,73,"8630 N LAMAR BLVD
AUSTIN, TX 78753
(30.355288, -97.702961)",10789914,Routine Inspection
LT Country Market,78738,06/05/2020,86,"3325 S FM 620 RD
BEE CAVE, TX 78738",10675703,Routine Inspection
First Watch Restaurant #362,78717,04/01/2020,93,"14005 N US 183 HWY
AUSTIN, TX 78717
(30.475103, -97.799081)",11734393,Routine Inspection
NW Pony Colt League (AISD),78757,11/14/2019,96,"6601 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.345026, -97.745451)",2802538,Routine Inspection
Brew Market and Cafe,78722,02/04/2020,93,"3842 AIRPORT BLVD
AUSTIN, TX 78722
(30.288785, -97.707277)",2803723,Routine Inspection
OOB-Silverado Senior Living - Onion Creek,78748,06/20/2019,95,"11330 FARRAH LN
AUSTIN, TX 78748
(30.139972, -97.801476)",11253095,Routine Inspection
Lenoir Restaurant,78704,07/15/2021,93,"1807 S 1ST ST
AUSTIN, TX 78704
(30.246988, -97.756082)",10655045,Routine Inspection
Toni's Toffee,78704,09/19/2018,100,"2129 GOODRICH AVE
AUSTIN, TX 78704
(30.248098, -97.773774)",11858181,Routine Inspection
Marisco Grill,78753,07/16/2021,96,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.364998, -97.695929)",11249732,Follow-Up Inspection
TKO Nutrition,78660,04/21/2021,93,"2700 W PECAN ST
AUSTIN, TX 78660
(30.449334, -97.657083)",11811184,Routine Inspection
Mel's Lone Star Lanes/ CJ's Catering,78717,09/02/2020,100,"9300 NEENAH AVE
AUSTIN, TX 78717
(30.489288, -97.757591)",10330662,Routine Inspection
Whataburger #576,78752,09/27/2019,100,"6205 N LAMAR BLVD
AUSTIN, TX 78752
(30.330641, -97.723377)",2800537,Routine Inspection
Jersey Giant Pizza,78729,03/04/2020,96,"7318 MC NEIL DR
AUSTIN, TX 78729
(30.435103, -97.767339)",11612229,Routine Inspection
Randall's (Starbucks Coffee) #2482,78731,08/15/2018,96,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2802107,Routine Inspection
Buddy's,78754,04/22/2020,94,"9001 CAMERON RD
AUSTIN, TX 78754
(30.346501, -97.67724)",11626957,Routine Inspection
Starbucks Coffee #9617,78749,12/13/2019,100,"9600 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.203667, -97.878534)",2802670,Routine Inspection
Harmony Science Academy-Pflugerville,78660,12/02/2020,100,"1421 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.44057, -97.663126)",10512069,Routine Inspection
OOB-SpringHill Suites,78744,12/21/2018,97,"4501 S IH
AUSTIN, TX 78744",2801511,Routine Inspection
Paris in a Bite,78746,03/09/2021,92,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.336732, -97.805146)",11862861,Routine Inspection
Domino's Pizza,78759,12/04/2019,97,"8141 MESA DR
AUSTIN, TX 78759
(30.373961, -97.755738)",10820298,Routine Inspection
Omni Austin,78701,12/10/2019,94,"701 BRAZOS ST
AUSTIN, TX 78701
(30.269153, -97.740924)",2801149,Routine Inspection
Pho King,78753,11/09/2020,96,"1021 E PARMER LN
AUSTIN, TX 78753
(30.398738, -97.654817)",10314266,Routine Inspection
Taco Joint,78704,05/24/2021,90,"134 E RIVERSIDE DR
AUSTIN, TX 78704
(30.256158, -97.745845)",11526829,Routine Inspection
"Parlor Room, The",78701,10/07/2020,89,"88 RAINEY ST
AUSTIN, TX 78701
(30.25986, -97.738381)",11487348,Routine Inspection
Jack in the Box #907,78702,12/17/2019,90,"1151 AIRPORT BLVD
AUSTIN, TX 78702
(30.273807, -97.697987)",10790663,Routine Inspection
Hilton Garden Inn Austin Downtown,78701,08/21/2018,87,"507 SABINE ST
AUSTIN, TX 78701
(30.265553, -97.736393)",10543115,Routine Inspection
Daily Juice Cafe,78731,01/08/2019,95,"3720 FAR WEST BLVD
AUSTIN, TX 78731
(30.35546, -97.757281)",10842546,Routine Inspection
Shack Food Corner,78721,01/27/2020,70,"1167 WEBBERVILLE RD
AUSTIN, TX 78721
(30.277625, -97.685818)",10189322,Routine Inspection
Rainey Street LLC dba Lustre Pearl,78701,03/25/2019,89,"94 RAINEY ST
AUSTIN, TX 78701
(30.26062, -97.738108)",11473303,Routine Inspection
PF - T- Jin China Diner,78660,01/08/2021,74,"18816 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.468797, -97.595887)",12392473,Routine Inspection
Pi Beta Phi Sorority,78705,02/14/2020,92,"2300 SAN ANTONIO ST
AUSTIN, TX 78705
(30.28684, -97.742736)",2800273,Routine Inspection
CVS Pharmacy #7606,78705,03/28/2019,97,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285565, -97.741801)",2804033,Routine Inspection
VEGG Catering,78736,01/07/2021,92,"11190 CIRCLE DR
AUSTIN, TX 78736
(30.223953, -97.952986)",12393225,Routine Inspection
Last Straw,78702,06/21/2019,89,"1914 E 6TH ST
AUSTIN, TX 78702
(30.261368, -97.721692)",11223375,Routine Inspection
Cafe Hornitas Tex Mex,78705,03/17/2020,83,"3704 N IH
AUSTIN, TX 78705",2803272,Routine Inspection
Taco Shack III,78758,02/21/2019,90,"12439 METRIC BLVD
AUSTIN, TX 78758
(30.412366, -97.691077)",2801372,Routine Inspection
Detour Domain,78758,04/14/2021,94,"11101 BURNET RD
AUSTIN, TX 78758
(30.396129, -97.720128)",10388239,Routine Inspection
Omni Barton Creek Resort & Spa-Banquet Kitchen,78735,08/13/2020,98,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084428,Routine Inspection
Truluck's,78759,06/21/2021,90,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.394877, -97.745915)",2801908,Routine Inspection
7-Eleven Convenience Store # 36612A,78752,06/24/2021,91,"6707 CAMERON RD
AUSTIN, TX 78752
(30.322544, -97.694393)",11459860,Routine Inspection
Doubletree Austin,78752,01/14/2020,93,"6505 N IH
AUSTIN, TX 78752",11300187,Routine Inspection
Baby Acapulco #5,78759,08/01/2019,94,"9505 STONELAKE BLVD
AUSTIN, TX 78759
(30.385928, -97.739056)",2802424,Routine Inspection
Summer Moon Coffee,78757,07/22/2019,95,"2301 W ANDERSON LN
AUSTIN, TX 78757
(30.355708, -97.730055)",11934290,Routine Inspection
Canteen @ Costco #641,78749,07/26/2019,100,"4301 W WILLIAM CANNON DR
BLDG E AUSTIN, TX 78749
(30.222178, -97.838856)",11863832,Routine Inspection
Las Lomas Mexican Restaurant,78745,04/29/2020,81,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.209029, -97.78292)",10140128,Follow-Up Inspection
Harris Elementary,78723,04/30/2019,94,"1711 WHELESS LN
AUSTIN, TX 78723
(30.315307, -97.690835)",2800599,Routine Inspection
A Shady Deal,78653,05/13/2021,96,"14219 LITTIG RD
AUSTIN, TX 78653
(30.333498, -97.508903)",10008007,Routine Inspection
MN - Panda Express #2516,78653,06/17/2019,97,"11808 RING DR
MANOR, TX 78653",11415562,Routine Inspection
La Patisserie by Luxe Sweets,78757,06/11/2020,94,"7301 BURNET RD
AUSTIN, TX 78757
(30.349253, -97.735103)",11531721,Routine Inspection
C-Boy's Heart & Soul,78704,11/28/2018,100,"2008 S CONGRESS AVE
AUSTIN, TX 78704
(30.24369, -97.751871)",11066944,Routine Inspection
PF - Patty's Pizza & Wings,78660,08/27/2020,93,"20205 FM 685 RD
PFLUGERVILLE, TX 78660
(30.484441, -97.584231)",12186586,Routine Inspection
Papalote Taco House,78704,09/14/2020,92,"3632 S CONGRESS AVE
AUSTIN, TX 78704
(30.226539, -97.761964)",11682424,Routine Inspection
Forthright,78701,10/21/2019,84,"98 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.262191, -97.742326)",11501149,Routine Inspection
Circle K Store #2704677,78744,09/11/2018,88,"1601 E ST ELMO RD
AUSTIN, TX 78744
(30.212609, -97.752474)",10758265,Routine Inspection
Purple Sage Elementary,78750,04/04/2019,95,"11801 TANGLEBRIAR TRL
AUSTIN, TX 78750
(30.457077, -97.821389)",10314257,Routine Inspection
Lifetime Fitness Bistro,78749,06/02/2021,99,"7101 S MOPAC EXPY
AUSTIN, TX 78749",10068028,Routine Inspection
Acacia Fraternity,78705,12/04/2018,85,"2614 RIO GRANDE ST
AUSTIN, TX 78705
(30.291712, -97.744298)",10800901,Routine Inspection
"Austin Winery, The",78745,12/20/2018,99,"440 E ST ELMO RD
AUSTIN, TX 78745
(30.215188, -97.762343)",11702372,Routine Inspection
"Chicken Bowl, The",78701,05/22/2020,86,"1610 LAVACA ST
AUSTIN, TX 78701
(30.278879, -97.741426)",2800905,Routine Inspection
P.Terry's Burger Stand #22,78701,09/25/2020,97,"517 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.282178, -97.74356)",12392878,Routine Inspection
Austin's Pizza # 40,78705,05/14/2019,90,"2928 GUADALUPE ST
AUSTIN, TX 78705
(30.296234, -97.742271)",11031174,Routine Inspection
PF - Domino's Pizza,78660,07/08/2021,90,"18701 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.465594, -97.597301)",12392404,Routine Inspection
Best Stop Food Market,78702,12/14/2018,81,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.267762, -97.69617)",2803494,Routine Inspection
Taco Shack,78756,07/06/2020,78,"4412 MEDICAL PKWY
AUSTIN, TX 78756
(30.314494, -97.741873)",2800840,Routine Inspection
Tamale House,78702,05/06/2021,77,"1707 E 6TH ST
AUSTIN, TX 78702
(30.26221, -97.724025)",10718793,Routine Inspection
Taco Ranch,78749,07/01/2019,94,"5033 W US 290 HWY
AUSTIN, TX 78749",11833191,Routine Inspection
Sam's Club #6188 - Deli,78717,05/26/2020,100,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.474402, -97.796047)",11293632,Routine Inspection
Polkadots Cupcake Factory,78705,02/25/2020,92,"2826 RIO GRANDE ST
AUSTIN, TX 78705
(30.295553, -97.743921)",10135583,Routine Inspection
LW - Crown Donut,78734,02/09/2021,90,"325 S FM 620 RD
LAKEWAY, TX 78734",12141731,Routine Inspection
Costco - Cafe,78749,02/13/2020,97,"4301 W WILLIAM CANNON DR
BLDG E AUSTIN, TX 78749
(30.222178, -97.838856)",2803203,Routine Inspection
Thai Taste,78735,06/20/2019,92,"7010 W SH
AUSTIN, TX 78735",10446066,Routine Inspection
Heritage Park Rehabilitation and Skilled Nursing Center,78722,04/14/2021,94,"2806 REAL ST
AUSTIN, TX 78722
(30.28244, -97.711754)",12061669,Routine Inspection
Tino's Greek Cafe,78757,05/15/2019,88,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",11444396,Routine Inspection
Buttercup Chevron,78660,11/05/2019,86,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.420611, -97.628848)",11348918,Routine Inspection
Presidential Meadows Elementary Kitchen,78653,02/11/2021,100,"13252 GEORGE BUSH ST
MANOR, TX 78653
(30.352072, -97.525692)",10064817,Routine Inspection
Lammes Candies,78613,01/08/2019,100,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",2803607,Routine Inspection
PF - Express Mini Mart,78660,09/08/2020,90,"116 E PECAN ST
PFLUGERVILLE, TX 78660
(30.439601, -97.620292)",12392376,Routine Inspection
Sonic Drive - In #3587,78748,07/15/2021,97,"155 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167171, -97.791485)",12393745,Routine Inspection
LW - Dominos Pizza,78734,08/15/2018,95,"900 S FM 620 RD
LAKEWAY, TX 78734",11486839,Routine Inspection
Dollar Tree #4105,78753,11/21/2019,91,"12901 N IH
AUSTIN, TX 78753",10885050,Routine Inspection
Sweet Treets Bakery,78749,12/19/2018,89,"6705 W US 290 HWY
AUSTIN, TX 78749",11060796,Routine Inspection
Tarbouch LLC,78704,06/12/2019,92,"534 E OLTORF ST
AUSTIN, TX 78704
(30.236886, -97.749793)",10958411,Routine Inspection
